YEAR,MovieID,Title,Genres_Western,Genres_War,Genres_Thriller,Genres_Sci-Fi,Genres_Romance,Genres_Mystery,Genres_Musical,Genres_Horror,Genres_Film-Noir,Genres_Fantasy,Genres_Drama,Genres_Documentary,Genres_Crime,Genres_Comedy,Genres_Children's,Genres_Animation,Genres_Adventure,Genres_Action
1995,32,Twelve Monkeys,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,33,Wings of Courage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1995,34,Babe,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1995,35,Carrington,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,36,Dead Man Walking,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,37,Across the Sea of Time,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1995,38,It Takes Two,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,39,Clueless,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,40,"Cry, the Beloved Country",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,41,Richard III,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,42,Dead Presidents,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1995,43,Restoration,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,44,Mortal Kombat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1995,45,To Die For,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1995,46,How to Make an American Quilt,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,47,Seven,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1995,48,Pocahontas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
1995,49,When Night Is Falling,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,50,"Usual Suspects, The",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1994,51,Guardian Angel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1995,52,Mighty Aphrodite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1994,53,Lamerica,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,54,"Big Green, The",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1995,55,Georgia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,56,Kids of the Round Table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1995,57,Home for the Holidays,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,58,"Postino, Il",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,59,"Confessional, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,60,"Indian in the Cupboard, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1996,61,Eye for an Eye,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,62,Mr. Holland's Opus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1996,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1996,64,Two if by Sea,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1996,65,Bio-Dome,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,67,Two Bits,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,68,French Twist,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,69,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1996,70,From Dusk Till Dawn,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1995,71,Fair Game,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,72,Kicking and Screaming,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1995,73,"Misérables, Les",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1996,74,Bed of Roses,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1996,75,Big Bully,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1995,76,Screamers,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,77,Nico Icon,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1995,78,"Crossing Guard, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1996,79,"Juror, The",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,80,"White Balloon, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,81,Things to Do in Denver when You're Dead,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1995,82,Antonia's Line,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,83,Once Upon a Time... When We Were Colored,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,84,Last Summer in the Hamptons,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1995,85,Angels and Insects,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1996,86,White Squall,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1996,87,Dunston Checks In,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1996,88,Black Sheep,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,89,Nick of Time,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,90,"Journey of August King, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1996,92,Mary Reilly,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,93,Vampire in Brooklyn,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1996,94,Beautiful Girls,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1996,95,Broken Arrow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,96,In the Bleak Midwinter,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,97,Hate,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,98,Shopping,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1996,100,City Hall,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1996,101,Bottle Rocket,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1996,102,Mr. Wrong,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1996,103,Unforgettable,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,104,Happy Gilmore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,105,"Bridges of Madison County, The",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,106,Nobody Loves Me,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1996,107,Muppet Treasure Island,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1995,108,Catwalk,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1995,109,Headless Body in Topless Bar,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,110,Braveheart,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1976,111,Taxi Driver,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,112,Rumble in the Bronx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1996,113,Before and After,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,114,Margaret's Museum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,115,Happiness Is in the Field,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,116,Anne Frank Remembered,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1995,117,"Young Poisoner's Handbook, The",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1996,118,If Lucy Fell,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,119,"Steal Big, Steal Little",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1996,120,Race the Sun,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1993,121,"Boys of St. Vincent, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1992,122,Boomerang,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1994,123,Chungking Express,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,124,"Star Maker, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1996,125,Flirting With Disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1994,126,"NeverEnding Story III, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1994,127,"Silence of the Palace, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,128,Jupiter's Wife,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1995,129,Pie in the Sky,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,130,Angela,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,131,Frankie Starlight,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,132,Jade,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,133,Nueba Yol,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1995,134,Sonic Outlaws,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1996,135,Down Periscope,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,136,From the Journals of Jean Seberg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1995,137,Man of the Year,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1995,138,"Neon Bible, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,139,Target,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1996,140,Up Close and Personal,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1996,141,"Birdcage, The",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1988,142,Shadows,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,143,Gospa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,144,"Brothers McMullen, The",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,145,Bad Boys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,146,"Amazing Panda Adventure, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1995,147,"Basketball Diaries, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,148,"Awfully Big Adventure, An",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,149,Amateur,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1995,150,Apollo 13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,151,Rob Roy,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,152,"Addiction, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,153,Batman Forever,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1967,154,Belle de jour,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,155,Beyond Rangoon,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,156,Blue in the Face,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1994,157,Canadian Bacon,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,158,Casper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1995,159,Clockers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,160,Congo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1995,161,Crimson Tide,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,162,Crumb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1995,163,Desperado,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,164,Devil in a Blue Dress,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1995,166,"Doom Generation, The",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1995,167,Feast of July,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,168,First Knight,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1995,170,Hackers,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1995,171,Jeffrey,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,172,Johnny Mnemonic,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,173,Judge Dredd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1995,174,Jury Duty,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,175,Kids,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,176,Living in Oblivion,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,177,Lord of Illusions,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1993,178,Love & Human Remains,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,179,Mad Love,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,180,Mallrats,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,182,Moonlight and Valentino,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,183,Mute Witness,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,184,Nadja,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,185,"Net, The",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,186,Nine Months,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,187,Party Girl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,188,"Prophecy, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,189,Reckless,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,190,Safe,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,191,"Scarlet Letter, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,192,"Show, The",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1995,193,Showgirls,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,194,Smoke,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,195,Something to Talk About,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1995,196,Species,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,197,"Stars Fell on Henrietta, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,198,Strange Days,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1964,199,"Umbrellas of Cherbourg, The",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1995,200,"Tie That Binds, The",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,201,Three Wishes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,202,Total Eclipse,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,203,"To Wong Foo, Thanks for Everything! Julie Newmar",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,205,Unstrung Heroes,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1995,206,Unzipped,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1995,207,"Walk in the Clouds, A",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,208,Waterworld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1995,209,White Man's Burden,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,210,Wild Bill,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,211,"Browning Version, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,212,Bushwhacked,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1994,213,Burnt By the Sun,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,214,Before the Rain,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,215,Before Sunrise,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,216,Billy Madison,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,217,"Babysitter, The",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,218,Boys on the Side,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1995,219,"Cure, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,220,Castle Freak,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,222,Circle of Friends,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,223,Clerks,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,224,Don Juan DeMarco,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1994,225,Disclosure,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,226,Dream Man,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,227,Drop Zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,228,Destiny Turns on the Radio,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1994,229,Death and the Maiden,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,230,Dolores Claiborne,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,231,Dumb & Dumber,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1994,232,Eat Drink Man Woman,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1994,233,Exotica,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,234,Exit to Eden,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1994,235,Ed Wood,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1995,236,French Kiss,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,237,Forget Paris,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,239,"Goofy Movie, A",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
1995,240,Hideaway,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,241,Fluke,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1995,243,Gordy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1994,245,"Glass Shield, The",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1994,246,Hoop Dreams,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1994,247,Heavenly Creatures,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1994,248,Houseguest,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1994,249,Immortal Beloved,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,250,Heavyweights,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1995,251,"Hunted, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1994,252,I.Q.,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1994,253,Interview with the Vampire,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1995,254,Jefferson in Paris,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,255,"Jerky Boys, The",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1994,256,Junior,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,257,Just Cause,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1995,258,"Kid in King Arthur's Court, A",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1995,259,Kiss of Death,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1994,261,Little Women,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,262,"Little Princess, A",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1994,263,Ladybird Ladybird,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,264,"Enfer, L'",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1992,265,Like Water for Chocolate,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,266,Legends of the Fall,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,267,Major Payne,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1994,268,Little Odessa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1993,269,My Crazy Life,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,270,Love Affair,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,271,Losing Isaiah,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,272,"Madness of King George, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,273,Mary Shelley's Frankenstein,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1995,274,Man of the House,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1994,275,Mixed Nuts,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1994,276,Milk Money,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1994,277,Miracle on 34th Street,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,278,Miami Rhapsody,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,279,My Family,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,280,Murder in the First,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,281,Nobody's Fool,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,282,Nell,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,283,New Jersey Drive,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1996,284,New York Cop,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1993,285,Beyond Bedlam,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1994,287,Nina Takes a Lover,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1994,288,Natural Born Killers,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1994,289,Only You,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1994,290,Once Were Warriors,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1995,291,Poison Ivy II,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,292,Outbreak,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
