MovieID,Year,Genres_Western,Genres_War,Genres_Thriller,Genres_Sci-Fi,Genres_Romance,Genres_Mystery,Genres_Musical,Genres_Horror,Genres_Film-Noir,Genres_Fantasy,Genres_Drama,Genres_Documentary,Genres_Crime,Genres_Comedy,Genres_Children's,Genres_Animation,Genres_Adventure,Genres_Action,cluster
47,1995,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
48,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4
49,1995,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
50,1995,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
51,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15
52,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
53,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
54,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4
55,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
56,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4
57,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
58,1994,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15
59,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
60,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4
61,1996,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
62,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
63,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
64,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13
65,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
67,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
68,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
69,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
70,1996,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,13
71,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
72,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
73,1995,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4
74,1996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13
75,1996,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13
76,1995,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
77,1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
78,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
79,1996,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
80,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
81,1995,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
82,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
83,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
84,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
85,1995,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
86,1996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13
87,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,13
88,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
89,1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
90,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
92,1996,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
93,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
94,1996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13
95,1996,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
96,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
97,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
98,1994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
100,1996,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
101,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
102,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
103,1996,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
104,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
105,1995,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
106,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15
107,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,13
108,1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
109,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
110,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4
111,1976,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11
112,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
113,1996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13
114,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
115,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
116,1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
117,1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
118,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13
119,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
120,1996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13
121,1993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
122,1992,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,16
123,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
124,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
125,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
126,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15
127,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
128,1994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15
129,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
130,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
131,1995,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
132,1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
133,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
134,1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
135,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
136,1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
137,1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
138,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
139,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4
140,1996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13
141,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
142,1988,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
143,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
144,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
145,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
146,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4
147,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
148,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
149,1994,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15
150,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
151,1995,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
152,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
153,1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4
154,1967,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
155,1995,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
156,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
157,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
158,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4
159,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
160,1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
161,1995,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
162,1994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15
163,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
164,1995,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4
166,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
167,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
168,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4
170,1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
171,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
172,1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
173,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
174,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
175,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
176,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
177,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
178,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
179,1995,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
180,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
182,1995,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
183,1994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
184,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
185,1995,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
186,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
187,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
188,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
189,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
190,1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
191,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
192,1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
193,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
194,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
195,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
196,1995,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
197,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
198,1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
199,1964,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9
200,1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
201,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
202,1995,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
203,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
205,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
206,1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
207,1995,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
208,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
209,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
210,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
211,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
212,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
213,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
214,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
215,1995,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
216,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
217,1995,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
218,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
219,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
220,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
222,1995,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
223,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
224,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
225,1994,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
226,1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
227,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
228,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
229,1994,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
230,1994,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
231,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
232,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15
233,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
234,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
235,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15
236,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
237,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
239,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4
240,1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
241,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
243,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
245,1994,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15
246,1994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15
247,1994,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15
248,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
249,1994,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15
250,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15
251,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
252,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15
253,1994,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,15
254,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
255,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
256,1994,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
257,1995,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
258,1995,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,4
259,1995,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
261,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
262,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
263,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
264,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
265,1992,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16
266,1994,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15
267,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
268,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
269,1993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
270,1994,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15
271,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
272,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
273,1994,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,15
274,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
275,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
276,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15
277,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
278,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
279,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
280,1995,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
281,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
282,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
283,1995,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
284,1996,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6
285,1993,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,15
287,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15
288,1994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
289,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15
290,1994,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15
291,1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
292,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4
294,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
295,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
296,1994,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15
297,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
298,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16
299,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
300,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
301,1995,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
302,1994,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15
303,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
304,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
305,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
309,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
310,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
311,1994,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15
312,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
313,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15
314,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
315,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
316,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15
317,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15
318,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
319,1994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
320,1993,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15
321,1993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
322,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
324,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
325,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
326,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
327,1995,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4
330,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
331,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
332,1995,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
333,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
334,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
335,1995,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
336,1995,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
337,1993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
338,1995,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
339,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
